cID,name,inchi,mp,bp,sID,filename,state,state_original,resolution,spectrometer,original_spectrum,collection,origin,owner,source_reference,nist_source,date
C1144747,"Methanone, (4-nitrophenyl)phenyl-",InChI=1S/C13H9NO3/c15-13(10-4-2-1-3-5-10)11-6-8-12(9-7-11)14(16)17/h1-9H,137 C,,1,C1144747_IR_1.jdx,solid,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1340 CM^-^1, NUJOL FOR 1340-400 CM^-^1",2,BECKMAN IR-9 (GRATING),cob9711,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 09711,COBLENTZ,1964/10/20
C1144747,"Methanone, (4-nitrophenyl)phenyl-",InChI=1S/C13H9NO3/c15-13(10-4-2-1-3-5-10)11-6-8-12(9-7-11)14(16)17/h1-9H,,,2,C1144747_IR_2.jdx,solid,SOLID (1.2 mg / 340 mg KBr DISC),2,PERKIN-ELMER 180 (GRATING),cob9712,COBLENTZ II,K. K. DEB-NCI FREDERICK CANCER RESEARCH CENTER,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 9712,COBLENTZ,1974/02/14
C114498,Scopolamine hydrobromide,"InChI=1S/C17H21NO4.BrH/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10;/h2-6,11-16,19H,7-9H2,1H3;1H",195 C,,0,C114498_IR_0.jdx,solid,SOLID (1 mg / 200 mg KBr DISC) VS KBr,2,PERKIN-ELMER 21 (GRATING),cob5128,COBLENTZ III,,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05128,COBLENTZ,1962/12/05
C1145568,Chloroacetyl-L-tyrosine,"InChI=1S/C11H12ClNO4/c12-6-10(15)13-9(11(16)17)5-7-1-3-8(14)4-2-7/h1-4,9,14H,5-6H2,(H,13,15)(H,16,17)/t9-/m1/s1",155 C,,0,C1145568_IR_0.jdx,solid,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-450 CM^-^1",2,DOW KBr FOREPRISM-GRATING,cob7096,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 07096,COBLENTZ,1965/03/09
C1145933,diethyl 4-methoxybenzylphosphonate,"InChI=1S/C12H19O4P/c1-4-15-17(13,16-5-2)10-11-6-8-12(14-3)9-7-11/h6-9H,4-5,10H2,1-3H3",,,0,C1145933_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C1146390,4-Nitrodiphenylsulfone,"InChI=1S/C12H9NO4S/c14-13(15)10-6-8-12(9-7-10)18(16,17)11-4-2-1-3-5-11/h1-9H",,,0,C1146390_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C1146652,Naphthalene-D8,"InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H/i1D,2D,3D,4D,5D,6D,7D,8D",,,0,C1146652_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C114715387,(3S)-(+)-1-Benzyl-3-aminopyrrolidine,"InChI=1S/C11H16N2/c12-11-6-7-13(9-11)8-10-4-2-1-3-5-10/h1-5,11H,6-9,12H2/t11-/m1/s1",,,0,C114715387_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C114715398,(3R)-(-)-1-Benzyl-3-aminopyrrolidine,"InChI=1S/C11H16N2/c12-11-6-7-13(9-11)8-10-4-2-1-3-5-10/h1-5,11H,6-9,12H2/t11-/m0/s1",,,0,C114715398_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C114772531,"Benzonitrile, 2-(4-methylphenyl)-","InChI=1S/C14H11N/c1-11-6-8-12(9-7-11)14-5-3-2-4-13(14)10-15/h2-9H,1H3",,,0,C114772531_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C114773976,CAS Reg. No. 114773-97-6,,,,0,C114773976_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C1148012,"Glutarimide, 3-[[(2-oxocyclohexyl)carbonyl]methyl]-","InChI=1S/C13H17NO4/c15-10-4-2-1-3-9(10)11(16)5-8-6-12(17)14-13(18)7-8/h8,15H,1-7H2,(H,14,17,18)",,,0,C1148012_IR_0.jdx,solid,SOLID (0.7 mg / 650 mg KBr DISC),4,PERKIN-ELMER 21 (GRATING),cob8421,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 8421,COBLENTZ,1960/02/01
C114877917,Methyl 2-isothiocyanato-3-methylbutyrate,"InChI=1S/C7H11NO2S/c1-5(2)6(8-4-11)7(9)10-3/h5-6H,1-3H3",,,0,C114877917_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C114909965,"Indoaniline dye, [1-hydroxy-2-(2,4,6-trimethyl)naphthanilide with 4-amino-n,n-diethyl-3-methylaniline]","InChI=1S/C31H33N3O2/c1-7-34(8-2)23-13-14-27(20(4)17-23)32-28-18-26(30(35)25-12-10-9-11-24(25)28)31(36)33-29-21(5)15-19(3)16-22(29)6/h9-18H,7-8H2,1-6H3,(H,33,36)",187-188 C,,0,C114909965_IR_0.jdx,solid,SOLID (KBr PRESSING),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2179,COBLENTZ,"EASTMAN KODAK COMPANY, RESEARCH LABORATORIES, ROCHESTER, N.Y.",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2179,COBLENTZ,"Not specified, most likely prior to 1970"
C114910,Metyridine,"InChI=1S/C8H11NO/c1-10-7-5-8-4-2-3-6-9-8/h2-4,6H,5,7H2,1H3",,,0,C114910_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C1149424,"M-chlorocarbanilic acid, ethyl lactate ester","InChI=1S/C12H14ClNO4/c1-3-17-11(15)8(2)18-12(16)14-10-6-4-5-9(13)7-10/h4-8H,3H2,1-2H3,(H,14,16)",,,0,C1149424_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400)",2,BECKMAN IR-9 (GRATING),cob7532,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 07532,COBLENTZ,1965/01/20
C114945298,"Methylphosphonoselenoic acid, o,o-dibutyl ester","InChI=1S/C9H21O2PSe/c1-4-6-8-10-12(3,13)11-9-7-5-2/h4-9H2,1-3H3",,,0,C114945298_IR_0.jdx,liquid,LIQUID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3921,COBLENTZ,G. A. M. S.,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3921,COBLENTZ,"Not specified, most likely prior to 1970"
C115029226,2-Fluoro-3-(trifluoromethyl)benzoic acid,"InChI=1S/C8H4F4O2/c9-6-4(7(13)14)2-1-3-5(6)8(10,11)12/h1-3H,(H,13,14)",,,0,C115029226_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115029248,2-Fluoro-4-(trifluoromethyl)benzoic acid,"InChI=1S/C8H4F4O2/c9-6-3-4(8(10,11)12)1-2-5(6)7(13)14/h1-3H,(H,13,14)",,,0,C115029248_IR_0.jdx,gas,gas,,,,,EPA-IR VAPOR PHASE LIBRARY,SRD/NIST Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C1150556,"3,5-Pyridinedicarboxylic acid, 2,4,6-trimethyl-, diethyl ester","InChI=1S/C14H19NO4/c1-6-18-13(16)11-8(3)12(14(17)19-7-2)10(5)15-9(11)4/h6-7H2,1-5H3",,,0,C1150556_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115071,Propene,"InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3",,,0,C115071_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115071,Propene,"InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3",,,1,C115071_IR_1.jdx,gas,"GAS (150 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",2,DOW KBr FOREPRISM-GRATING,cob8879,COBLENTZ,DOW CHEMICAL COMPANY,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 8879,COBLENTZ,1964
C115106,Dimethyl ether,InChI=1S/C2H6O/c1-3-2/h1-2H3,,,0,C115106_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115106,Dimethyl ether,InChI=1S/C2H6O/c1-3-2/h1-2H3,,,1,C115106_IR_1.jdx,gas,GAS,4,DOW KBr FOREPRISM-GRATING,cob10489,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10489,COBLENTZ,1965/04/09
C115106,Dimethyl ether,InChI=1S/C2H6O/c1-3-2/h1-2H3,,,2,C115106_IR_2.jdx,gas,GAS,2,DOW KBr FOREPRISM-GRATING,cob-r10489,COBLENTZ,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10489,COBLENTZ,1965/04/09
C115117,"1-Propene, 2-methyl-","InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3",,,0,C115117_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115173,"Acetaldehyde, tribromo-","InChI=1S/C2HBr3O/c3-2(4,5)1-6/h1H",,,0,C115173_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115173,"Acetaldehyde, tribromo-","InChI=1S/C2HBr3O/c3-2(4,5)1-6/h1H",,71-74 C AT 18 mmHg,1,C115173_IR_1.jdx,liquid,LIQUID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob3808,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 3808,COBLENTZ,"Not specified, most likely prior to 1970"
C115195,"3-Butyn-2-ol, 2-methyl-","InChI=1S/C5H8O/c1-4-5(2,3)6/h1,6H,2-3H3",,,0,C115195_IR_0.jdx,liquid,LIQUID (NEAT),2,PERKIN-ELMER 221 (GRATING),cob6807,COBLENTZ III,SOUTHERN RESEARCH INSTITUTE,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 6807,COBLENTZ,1963/11/13
C115208,"Ethanol, 2,2,2-trichloro-","InChI=1S/C2H3Cl3O/c3-2(4,5)1-6/h6H,1H2",,,0,C115208_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115220,3-Hydroxy-3-methyl-2-butanone,"InChI=1S/C5H10O2/c1-4(6)5(2,3)7/h7H,1-3H3",,,0,C115220_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115220,3-Hydroxy-3-methyl-2-butanone,"InChI=1S/C5H10O2/c1-4(6)5(2,3)7/h7H,1-3H3",,,1,C115220_IR_1.jdx,solution,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-450 CM^-^1)",2,DOW KBr FOREPRISM-GRATING,cob6655,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 6655,COBLENTZ,1964/11/13
C115253,"Cyclobutane, octafluoro-","InChI=1S/C4F8/c5-1(6)2(7,8)4(11,12)3(1,9)10",,,0,C115253_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C1152541,"2,5-Bis(anilino)-1,3,4-thiadiazole","InChI=1S/C14H12N4S/c1-3-7-11(8-4-1)15-13-17-18-14(19-13)16-12-9-5-2-6-10-12/h1-10H,(H,15,17)(H,16,18)",,,0,C1152541_IR_0.jdx,,,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1483,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1483,COBLENTZ,"Not specified, most likely prior to 1970"
C115286,"Bicyclo[2.2.1]hept-5-ene-2,3-dicarboxylic acid, 1,4,5,6,7,7-hexachloro-","InChI=1S/C9H4Cl6O4/c10-3-4(11)8(13)2(6(18)19)1(5(16)17)7(3,12)9(8,14)15/h1-2H,(H,16,17)(H,18,19)",,,0,C115286_IR_0.jdx,solid,SOLID (KBr DISC),4,PERKIN-ELMER 283,cob10291,COBLENTZ III,PERKIN-ELMER,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10291,COBLENTZ,1978/06/01
C115297,Endosulfan,"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2",,,0,C115297_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C1153066,"Lead chloride, triphenyl-",InChI=1S/3C6H5.ClH.Pb/c3*1-2-4-6-5-3-1;;/h3*1-5H;1H;/q;;;;+1/p-1,,,0,C1153066_IR_0.jdx,solid,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-460 CM^-^1",2,DOW KBr FOREPRISM-GRATING,cob8603,COBLENTZ III,DOW CHEMICAL COMPANY,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 08603,COBLENTZ,1965/11/19
C115322,Dicofol,"InChI=1S/C14H9Cl5O/c15-11-5-1-9(2-6-11)13(20,14(17,18)19)10-3-7-12(16)8-4-10/h1-8,20H",,,0,C115322_IR_0.jdx,solid,SOLID (1.2 mg / 300 mg KBr DISC),2,PERKIN-ELMER 180 (GRATING),cob9012,COBLENTZ II,K. K. DEB-NCI FREDERICK CANCER RESEARCH CENTER,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 9012,COBLENTZ,1973/05/08
C115388,Mephobarbital,"InChI=1S/C13H14N2O3/c1-3-13(9-7-5-4-6-8-9)10(16)14-12(18)15(2)11(13)17/h4-8H,3H2,1-2H3,(H,14,16,18)",,,0,C115388_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C1154592,"Benzamide, 3,5-dichloro-N-(3,4-dichlorophenyl)-2-hydroxy-","InChI=1S/C13H7Cl4NO2/c14-6-3-8(12(19)11(17)4-6)13(20)18-7-1-2-9(15)10(16)5-7/h1-5,19H,(H,18,20)",161-163 C,,0,C1154592_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2876,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2876,COBLENTZ,"Not specified, most likely prior to 1970"
C1155006,"Disulfide, bis(2-nitrophenyl)",InChI=1S/C12H8N2O4S2/c15-13(16)9-5-1-3-7-11(9)19-20-12-8-4-2-6-10(12)14(17)18/h1-8H,194-195 C,,0,C1155006_IR_0.jdx,solid,SOLID (MINERAL OIL MULL),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1348,COBLENTZ,"WYANDOTTE CHEMICALS CORP., WYANDOTTE, MICHIGAN, USA",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1348,COBLENTZ,"Not specified, most likely prior to 1970"
C115603888,"2-Naphthanilide, 3'-chloro-4-[4-diethylamino-o-tolylimino]-1,4-dihydro-1-oxo-","InChI=1S/C28H26ClN3O2/c1-4-32(5-2)21-13-14-25(18(3)15-21)31-26-17-24(27(33)23-12-7-6-11-22(23)26)28(34)30-20-10-8-9-19(29)16-20/h6-17H,4-5H2,1-3H3,(H,30,34)",174-175 C,,0,C115603888_IR_0.jdx,solid,SOLID (KBr PRESSING),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2189,COBLENTZ,"EASTMAN KODAK COMPANY, RESEARCH LABORATORIES, ROCHESTER, N.Y.",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2189,COBLENTZ,"Not specified, most likely prior to 1970"
C115604507,"2-Naphthanilide, 2'-chloro-4-[4-diethylamino-o-tolylimino]-1,4-dihydro-1-oxo-","InChI=1S/C28H26ClN3O2/c1-4-32(5-2)19-14-15-24(18(3)16-19)30-26-17-22(27(33)21-11-7-6-10-20(21)26)28(34)31-25-13-9-8-12-23(25)29/h6-17H,4-5H2,1-3H3,(H,31,34)",198-199 C,,0,C115604507_IR_0.jdx,solid,SOLID (KBr PRESSING),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2188,COBLENTZ,"EASTMAN KODAK COMPANY, RESEARCH LABORATORIES, ROCHESTER, N.Y.",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2188,COBLENTZ,"Not specified, most likely prior to 1970"
C115665446,"Propionic acid, 2-methyl-2-hydroxy propyl ester","InChI=1S/C7H14O3/c1-5(2)7(9)10-4-6(3)8/h5-6,8H,4H2,1-3H3",,,0,C115665446_IR_0.jdx,liquid,LIQUID,4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob1288,COBLENTZ,"TENNESSEE EASTMAN COMPANY, RESEARCH LABORATORIES",COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 1288,COBLENTZ,"Not specified, most likely prior to 1970"
C115673,Paramethadione,"InChI=1S/C7H11NO3/c1-4-7(2)5(9)8(3)6(10)11-7/h4H2,1-3H3",,,0,C115673_IR_0.jdx,gas,gas,,HP-GC/MS/IRD,,,NIST Mass Spectrometry Data Center,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115673,Paramethadione,"InChI=1S/C7H11NO3/c1-4-7(2)5(9)8(3)6(10)11-7/h4H2,1-3H3",,,1,C115673_IR_1.jdx,liquid,LIQUID (UNDILUTED),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob418,COBLENTZ,,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 418,COBLENTZ,"Not specified, most likely prior to 1970"
C115719,α-Santalol,"InChI=1S/C15H24O/c1-10(9-16)5-4-6-14(2)11-7-12-13(8-11)15(12,14)3/h5,11-13,16H,4,6-9H2,1-3H3/b10-5-/t11?,12?,13?,14?,15-",,,0,C115719_IR_0.jdx,liquid,LIQUID (NEAT),2,BECKMAN IR-12 (GRATING),cob9757,COBLENTZ III,COLGATE-PALMOLIVE COMPANY (KELLENBACH),Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 9757,COBLENTZ,1974/04/02
C115720,CAS Reg. No. 115-72-0,,,,0,C115720_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115764,"1,3-Propanediol, 2,2-diethyl-","InChI=1S/C7H16O2/c1-3-7(4-2,5-8)6-9/h8-9H,3-6H2,1-2H3",,,0,C115764_IR_0.jdx,solution,"SOLUTION (10% CCl4 FOR 4000-1200, 10% CS2 FOR 1200-450 CM^-^1) VS SOLVENT",2,CARY 90 (GRATING),cob5843,COBLENTZ III,WESTERN REGIONAL RES. USDA,COBLENTZ SOC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 05843,COBLENTZ,1967/04/04
C115775,Pentaerythritol,"InChI=1S/C5H12O4/c6-1-5(2-7,3-8)4-9/h6-9H,1-4H2",,,0,C115775_IR_0.jdx,solid,SOLID (MULL),2,PERKIN-ELMER 521 (GRATING),cob5580,COBLENTZ III,DOW CORNING CORP.,Copyright (C) 1987 by the Coblentz Society Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 5580,COBLENTZ,1967/01/20
C115775,Pentaerythritol,"InChI=1S/C5H12O4/c6-1-5(2-7,3-8)4-9/h6-9H,1-4H2",,,1,C115775_IR_1.jdx,solid,"SOLID (SPLIT MULL, FLUOROLUBE FOR 3800-1333 AND NUJOL FOR 1333-400 CM ^-^1)",4,DOW KBr FOREPRISM-GRATING,cob10154,COBLENTZ II,DOW CHEMICAL COMPANY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 10154,COBLENTZ,1969/11/26
C1158232,N-phenyl-n'-p-carbethoxy phenyl thiocarbamide,"InChI=1S/C16H16N2O2S/c1-2-20-15(19)12-8-10-14(11-9-12)18-16(21)17-13-6-4-3-5-7-13/h3-11H,2H2,1H3,(H2,17,18,21)",,,0,C1158232_IR_0.jdx,solid,SOLID (1.0% IN KBr PELLET),4,"Not specified, most likely a prism, grating, or hybrid spectrometer.",cob2651,COBLENTZ,ANDERSON PHYSICAL LABORATORY,COBLENTZ SOCIETY Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 2651,COBLENTZ,"Not specified, most likely prior to 1970"
C115866,Triphenyl phosphate,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",,,0,C115866_IR_0.jdx,gas,gas,,,,,Sadtler Research Labs Under US-EPA Contract,NIST Standard Reference Data Program Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,,MSDC-IR,
C115866,Triphenyl phosphate,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",,,1,C115866_IR_1.jdx,solution,"SOLUTION (10% CCl4 FOR 2.7-7.5, 10% CS2 FOR 7.5-26 MICRON) VS SOLVENT",2,DOW KBr FOREPRISM-GRATING,cob9551,COBLENTZ III,DOW CHEMICAL COMPANY,COPYRIGHT (C) 1988 by COBLENTZ SOCIETY INC. Collection (C) 2018 copyright by the U.S. Secretary of Commerce on behalf of the United States of America. All rights reserved.,COBLENTZ NO. 09551,COBLENTZ,1970/01/12
